,f,machine_is_work,machine_factory,machine_worktime,machine_worktime_energy,MEASURE_TEM,MEASURE_HUM,F_FUTURETIME,HOURS,f_id,FORECAST_TEM,FORECAST_HUM,AIM_TEM,AIM_HUM
13106,2018-10-01 02:00:00,,,,,17.6,86.0,,,,,,28.5185,45.9527
13108,2018-10-01 03:00:00,,,,,17.0,89.0,,,,,,28.2798,46.3795
13110,2018-10-01 04:00:00,,,,,16.5,91.0,,,,,,28.1098,46.6073
13112,2018-10-01 05:00:00,,,,,16.1,92.0,,,,,,27.8747,47.0233
13114,2018-10-01 06:00:00,,,,,15.8,93.0,,,,,,27.7517,46.9076
13116,2018-10-01 07:00:00,,,,,16.7,89.0,,,,,,27.6288,46.9293
13118,2018-10-01 08:00:00,,,,,19.4,77.0,,,,,,27.7192,46.6797
13120,2018-10-01 09:00:00,,,,,21.9,66.0,,,,,,27.947,46.1227
13122,2018-10-01 10:00:00,,,,,24.6,57.0,,,,,,28.1279,45.88400000000000
13124,2018-10-01 11:00:00,,,,,26.3,43.0,,,,,,28.41,
13126,2018-10-01 12:00:00,,,,,27.4,39.0,,,,,,28.7102,44.1696
13128,2018-10-01 13:00:00,,,,,28.3,30.0,,,,,,29.0466,42.9724
13130,2018-10-01 14:00:00,,,,,28.7,28.0,,,,,,29.3396,41.8439
13132,2018-10-01 15:00:00,,,,,29.3,32.0,,,,,,29.571000000000000,40.5707
13134,2018-10-01 16:00:00,,,,,29.2,34.0,,,,,,29.987,39.7823
13136,2018-10-01 17:00:00,,,,,28.3,35.0,,,,,,30.2185,38.708
13138,2018-10-01 18:00:00,,,,,26.7,42.0,,,,,,30.2076,37.934
13140,2018-10-01 19:00:00,,,,,23.4,53.0,,,,,,30.0159,38.321
13142,2018-10-01 20:00:00,,,,,21.6,62.0,,,,,,29.8098,38.7876
13144,2018-10-01 21:00:00,,,,,20.3,68.0,,,,,,29.6144,39.3482
13146,2018-10-01 22:00:00,,,,,19.1,73.0,,,,,,29.354,39.9089
13148,2018-10-01 23:00:00,,,,,18.3,76.0,,,,,,29.0755,40.408
13150,2018-10-02 00:00:00,,,,,17.6,79.0,,,,,,28.8477,40.6793
13152,2018-10-02 01:00:00,,,,,17.1,81.0,,,,,,28.5981,41.0265
13154,2018-10-02 02:00:00,,,,,16.6,83.0,,,,,,28.3847,41.5184
13156,2018-10-02 03:00:00,,,,,16.1,85.0,,,,,,28.1858,41.9705
13158,2018-10-02 04:00:00,,,,,15.8,87.0,,,,,,28.0085,42.3394
13160,2018-10-02 05:00:00,,,,,15.6,87.0,,,,,,27.9,42.6468
13162,2018-10-02 06:00:00,,,,,15.5,89.0,,,,,,27.7554,42.9615
13164,2018-10-02 07:00:00,,,,,16.4,87.0,,,,,,27.6758,43.24
13166,2018-10-02 08:00:00,,,,,19.5,73.0,,,,,,27.8168,43.0881
13168,2018-10-02 09:00:00,,,,,22.0,63.0,,,,,,28.0194,42.73
13170,2018-10-02 10:00:00,,,,,24.2,54.0,,,,,,28.2581,42.4154
13172,2018-10-02 11:00:00,,,,,25.9,51.0,,,,,,28.457000000000000,42.3828
13174,2018-10-02 12:00:00,,,,,27.5,47.0,,,,,,28.6668,42.2381
13176,2018-10-02 13:00:00,,,,,28.4,42.0,,,,,,28.9706,41.7716
13178,2018-10-02 14:00:00,,,,,28.2,42.0,,,,,,29.3468,41.229
13180,2018-10-02 15:00:00,,,,,28.4,43.0,,,,,,29.6687,40.9071
13182,2018-10-02 16:00:00,,,,,28.2,45.0,,,,,,29.9472,40.3971
13184,2018-10-02 17:00:00,,,,,26.9,49.0,,,,,,30.0629,40.3429
13186,2018-10-02 18:00:00,,,,,26.0,50.0,,,,,,29.987,40.6612
13188,2018-10-02 19:00:00,,,,,24.6,60.0,,,,,,29.8387,41.5003
13190,2018-10-02 20:00:00,,,,,23.5,65.0,,,,,,29.7012,42.2201
13192,2018-10-02 21:00:00,,,,,21.9,72.0,,,,,,29.5349,43.0483
13194,2018-10-02 22:00:00,,,,,21.3,74.0,,,,,,29.3685,43.8694
13196,2018-10-02 23:00:00,,,,,20.2,79.0,,,,,,29.1804,44.5204
13198,2018-10-03 00:00:00,,,,,19.3,83.0,,,,,,28.9779,44.7121
13200,2018-10-03 01:00:00,,,,,18.7,83.0,,,,,,28.844,44.9255
13202,2018-10-03 02:00:00,,,,,18.2,84.0,,,,,,28.6089,45.42100000000000
13204,2018-10-03 03:00:00,,,,,17.7,85.0,,,,,,28.4462,45.7321
13206,2018-10-03 04:00:00,,,,,17.2,88.0,,,,,,28.1677,46.2674
13208,2018-10-03 05:00:00,,,,,16.6,89.0,,,,,,28.0483,46.5242
13210,2018-10-03 06:00:00,,,,,16.3,91.0,,,,,,27.9362,46.7773
13212,2018-10-03 07:00:00,,,,,17.0,88.0,,,,,,27.8277,46.9763
13214,2018-10-03 08:00:00,,,,,19.9,76.0,,,,,,27.929000000000000,46.8135
13216,2018-10-03 09:00:00,,,,,22.5,58.0,,,,,,28.099,46.2854
13218,2018-10-03 10:00:00,,,,,23.7,51.0,,,,,,28.3087,45.4427
13220,2018-10-03 11:00:00,,,,,25.3,45.0,,,,,,28.5185,44.1985
13222,2018-10-03 12:00:00,,,,,26.1,39.0,,,,,,28.7175,43.2617
13224,2018-10-03 13:00:00,,,,,27.3,40.0,,,,,,28.9562,42.4949
13226,2018-10-03 14:00:00,,,,,27.4,40.0,,,,,,29.2491,41.9886
13228,2018-10-03 15:00:00,,,,,28.0,40.0,,,,,,29.5566,40.9071
13230,2018-10-03 16:00:00,,,,,27.4,41.0,,,,,,29.8278,39.9089
13232,2018-10-03 17:00:00,,,,,26.3,43.0,,,,,,29.9978,39.3772
13234,2018-10-03 18:00:00,,,,,25.2,46.0,,,,,,29.9617,39.0299
13236,2018-10-03 19:00:00,,,,,23.6,54.0,,,,,,29.7627,39.1891
13238,2018-10-03 20:00:00,,,,,21.8,62.0,,,,,,29.571000000000000,39.7425
13240,2018-10-03 21:00:00,,,,,20.6,65.0,,,,,,29.401,40.2163
13242,2018-10-03 22:00:00,,,,,20.0,69.0,,,,,,29.1479,40.6793
13244,2018-10-03 23:00:00,,,,,18.5,76.0,,,,,,28.9381,40.7661
13246,2018-10-04 00:00:00,,,,,17.6,80.0,,,,,,28.7175,41.3122
13248,2018-10-04 01:00:00,,,,,16.9,83.0,,,,,,28.5475,41.6667
13250,2018-10-04 02:00:00,,,,,16.2,85.0,,,,,,28.1966,42.3322
13252,2018-10-04 03:00:00,,,,,15.7,87.0,,,,,,28.0194,42.6866
13254,2018-10-04 04:00:00,,,,,15.3,88.0,,,,,,27.8566,43.0158
13256,2018-10-04 05:00:00,,,,,15.0,89.0,,,,,,27.6975,43.2545
13258,2018-10-04 06:00:00,,,,,14.7,90.0,,,,,,27.5673,43.4643
13260,2018-10-04 07:00:00,,,,,16.1,87.0,,,,,,27.4769,43.6053
13262,2018-10-04 08:00:00,,,,,18.6,74.0,,,,,,27.5854,43.3521
13264,2018-10-04 09:00:00,,,,,21.7,61.0,,,,,,27.8096,42.806000000000000
13266,2018-10-04 10:00:00,,,,,23.9,50.0,,,,,,28.0556,42.0428
13268,2018-10-04 11:00:00,,,,,25.4,42.0,,,,,,28.2762,41.276
13270,2018-10-04 12:00:00,,,,,26.4,39.0,,,,,,28.5185,40.6467
13272,2018-10-04 13:00:00,,,,,27.0,39.0,,,,,,28.7753,40.0969
13274,2018-10-04 14:00:00,,,,,28.1,34.0,,,,,,29.0972,39.5218
13276,2018-10-04 15:00:00,,,,,27.9,31.0,,,,,,29.43,38.3644
13278,2018-10-04 16:00:00,,,,,27.8,31.0,,,,,,29.7085,37.377000000000000
13280,2018-10-04 17:00:00,,,,,26.9,34.0,,,,,,29.9002,36.6464
13282,2018-10-04 18:00:00,,,,,25.7,40.0,,,,,,29.9183,35.9664
13284,2018-10-04 19:00:00,,,,,22.9,50.0,,,,,,29.7049,35.8941
13286,2018-10-04 20:00:00,,,,,20.9,60.0,,,,,,29.5095,36.5705
13288,2018-10-04 21:00:00,,,,,19.5,65.0,,,,,,29.3106,36.9032
13290,2018-10-04 22:00:00,,,,,18.3,70.0,,,,,,29.0755,
13292,2018-10-04 23:00:00,,,,,17.5,74.0,,,,,,28.8006,37.8255
13294,2018-10-05 00:00:00,,,,,17.2,75.0,,,,,,28.533,38.4729
13296,2018-10-05 01:00:00,,,,,16.6,77.0,,,,,,28.2038,38.9251
13298,2018-10-05 02:00:00,,,,,16.1,80.0,,,,,,28.0411,39.265
13300,2018-10-05 03:00:00,,,,,16.3,77.0,,,,,,27.9073,39.6123
13302,2018-10-05 04:00:00,,,,,15.6,80.0,,,,,,27.7192,39.992
13304,2018-10-05 05:00:00,,,,,15.3,80.0,,,,,,27.5456,40.3139
13306,2018-10-05 06:00:00,,,,,14.8,82.0,,,,,,27.4081,40.5852
13308,2018-10-05 07:00:00,,,,,15.7,80.0,,,,,,27.3177,40.7841
13310,2018-10-05 08:00:00,,,,,18.6,68.0,,,,,,27.3973,40.6648
13312,2018-10-05 09:00:00,,,,,21.2,54.0,,,,,,27.6288,40.1042
13314,2018-10-05 10:00:00,,,,,23.5,45.0,,,,,,27.9073,39.2723
13316,2018-10-05 11:00:00,,,,,25.0,41.0,,,,,,28.1387,38.3247
13318,2018-10-05 12:00:00,,,,,26.7,41.0,,,,,,28.3847,37.764
13320,2018-10-05 13:00:00,,,,,27.1,38.0,,,,,,28.6849,37.3734
13322,2018-10-05 14:00:00,,,,,27.8,37.0,,,,,,29.0538,36.7802
13324,2018-10-05 15:00:00,,,,,29.1,33.0,,,,,,29.3866,36.3173
13326,2018-10-05 16:00:00,,,,,28.9,35.0,,,,,,29.6723,35.6228
13328,2018-10-05 17:00:00,,,,,27.5,35.0,,,,,,29.8857,35.1309
13330,2018-10-05 18:00:00,,,,,25.7,39.0,,,,,,29.8966,34.7692
13332,2018-10-05 19:00:00,,,,,24.3,43.0,,,,,,29.7049,35.2177
13334,2018-10-05 20:00:00,,,,,21.7,53.0,,,,,,29.4734,35.6807
13336,2018-10-05 21:00:00,,,,,20.6,61.0,,,,,,29.2672,36.093
13338,2018-10-05 22:00:00,,,,,19.5,63.0,,,,,,29.0321,36.603
13340,2018-10-05 23:00:00,,,,,18.8,67.0,,,,,,28.703000000000000,37.2251
13342,2018-10-06 00:00:00,,,,,17.7,71.0,,,,,,28.5077,37.764
13344,2018-10-06 01:00:00,,,,,16.8,74.0,,,,,,28.3377,37.9051
13346,2018-10-06 02:00:00,,,,,16.1,79.0,,,,,,27.9651,38.7442
13348,2018-10-06 03:00:00,,,,,15.5,82.0,,,,,,27.8458,38.9829
13350,2018-10-06 04:00:00,,,,,14.9,85.0,,,,,,27.7083,39.3374
13352,2018-10-06 05:00:00,,,,,14.4,87.0,,,,,,27.542000000000000,39.7135
13354,2018-10-06 06:00:00,,,,,14.4,86.0,,,,,,27.4371,40.0137
13356,2018-10-06 07:00:00,,,,,15.4,83.0,,,,,,27.3937,40.1837
13358,2018-10-06 08:00:00,,,,,18.0,70.0,,,,,,27.4479,40.1729
13360,2018-10-06 09:00:00,,,,,20.6,61.0,,,,,,27.6758,39.341
13362,2018-10-06 10:00:00,,,,,23.2,50.0,,,,,,27.7807,38.0642
13364,2018-10-06 11:00:00,,,,,25.0,43.0,,,,,,27.9326,37.7062
13366,2018-10-06 12:00:00,,,,,27.1,39.0,,,,,,28.1532,36.9321
13368,2018-10-06 13:00:00,,,,,28.5,39.0,,,,,,28.4317,36.7875
13370,2018-10-06 14:00:00,,,,,29.0,39.0,,,,,,28.7536,36.386000000000000
13372,2018-10-06 15:00:00,,,,,30.0,35.0,,,,,,29.1045,36.1617
13374,2018-10-06 16:00:00,,,,,29.8,35.0,,,,,,29.3974,35.923
13376,2018-10-06 17:00:00,,,,,29.3,37.0,,,,,,29.5638,35.8326
13378,2018-10-06 18:00:00,,,,,26.6,48.0,,,,,,29.553,37.1709
13380,2018-10-06 19:00:00,,,,,23.8,59.0,,,,,,29.3974,39.3844
13382,2018-10-06 20:00:00,,,,,22.4,65.0,,,,,,29.2347,40.7335
13384,2018-10-06 21:00:00,,,,,21.1,72.0,,,,,,29.043000000000000,42.4154
13386,2018-10-06 22:00:00,,,,,20.8,73.0,,,,,,28.8477,43.5258
13388,2018-10-06 23:00:00,,,,,20.6,74.0,,,,,,28.6632,43.9272
13390,2018-10-07 00:00:00,,,,,20.2,78.0,,,,,,28.5077,45.6163
13392,2018-10-07 01:00:00,,,,,19.4,82.0,,,,,,28.287,46.9148
13394,2018-10-07 02:00:00,,,,,19.1,84.0,,,,,,28.1713,47.8479
13396,2018-10-07 03:00:00,,,,,18.9,86.0,,,,,,27.8928,49.3887
13398,2018-10-07 04:00:00,,,,,18.7,87.0,,,,,,27.7951,49.9457
13400,2018-10-07 05:00:00,,,,,18.6,88.0,,,,,,27.7228,50.6655
13402,2018-10-07 06:00:00,,,,,18.1,90.0,,,,,,27.6288,51.1574
13404,2018-10-07 07:00:00,,,,,18.6,86.0,,,,,,27.5564,51.3274
13406,2018-10-07 08:00:00,,,,,20.9,78.0,,,,,,27.6758,51.3672
13408,2018-10-07 09:00:00,,,,,23.1,67.0,,,,,,27.2671,51.8555
13410,2018-10-07 10:00:00,,,,,24.7,63.0,,,,,,27.2454,52.7199
13412,2018-10-07 11:00:00,,,,,26.7,58.0,,,,,,27.8892,52.1376
13414,2018-10-07 12:00:00,,,,,28.4,46.0,,,,,,28.844,49.396
13416,2018-10-07 13:00:00,,,,,29.5,42.0,,,,,,28.7536,50.2459
13418,2018-10-07 14:00:00,,,,,30.2,41.0,,,,,,29.3323,44.864
13420,2018-10-07 15:00:00,,,,,30.0,40.0,,,,,,28.4968,49.5262
13422,2018-10-07 16:00:00,,,,,30.5,40.0,,,,,,28.5511,53.248000000000000
13424,2018-10-07 17:00:00,,,,,28.9,47.0,,,,,,28.5728,54.4488
13426,2018-10-07 18:00:00,,,,,27.4,54.0,,,,,,28.6053,55.4073
13428,2018-10-07 19:00:00,,,,,25.7,61.0,,,,,,28.363000000000000,56.0692
13430,2018-10-07 20:00:00,,,,,24.5,67.0,,,,,,28.3232,59.5667
13432,2018-10-07 21:00:00,,,,,23.8,69.0,,,,,,28.5438,60.6264
13434,2018-10-07 22:00:00,,,,,22.9,73.0,,,,,,28.3955,62.113
13436,2018-10-07 23:00:00,,,,,22.5,73.0,,,,,,28.4281,58.7782
13438,2018-10-08 00:00:00,,,,,21.9,77.0,,,,,,28.6053,53.8303
13440,2018-10-08 01:00:00,,,,,20.9,80.0,,,,,,28.1026,54.2101
13442,2018-10-08 02:00:00,,,,,20.1,83.0,,,,,,27.6034,54.8069
13444,2018-10-08 03:00:00,,,,,19.5,86.0,,,,,,28.3485,53.3275
13446,2018-10-08 04:00:00,,,,,18.9,89.0,,,,,,28.5185,52.2569
13448,2018-10-08 05:00:00,,,,,18.6,89.0,,,,,,28.5438,51.7723
13450,2018-10-08 06:00:00,,,,,18.4,90.0,,,,,,28.5294,51.5697
13452,2018-10-08 07:00:00,,,,,19.1,88.0,,,,,,28.5004,51.2478
13454,2018-10-08 08:00:00,,,,,20.3,82.0,,,,,,28.4968,50.9404
13456,2018-10-08 09:00:00,,,,,22.7,73.0,,,,,,28.5945,53.2769
13458,2018-10-08 10:00:00,,,,,24.5,67.0,,,,,,28.4606,55.2698
13460,2018-10-08 11:00:00,,,,,26.6,56.0,,,,,,28.4028,52.9803
13462,2018-10-08 12:00:00,,,,,28.1,52.0,,,,,,28.873,49.4104
13464,2018-10-08 13:00:00,,,,,29.2,44.0,,,,,,29.1081,47.1137
13466,2018-10-08 14:00:00,,,,,29.8,41.0,,,,,,28.58,
13468,2018-10-08 15:00:00,,,,,30.2,40.0,,,,,,28.6415,52.5897
13470,2018-10-08 16:00:00,,,,,30.4,40.0,,,,,,28.533,52.4812
13472,2018-10-08 17:00:00,,,,,28.8,45.0,,,,,,28.3775,53.4975
13474,2018-10-08 18:00:00,,,,,27.3,54.0,,,,,,28.363000000000000,55.8268
13476,2018-10-08 19:00:00,,,,,26.2,60.0,,,,,,28.2617,58.015
13478,2018-10-08 20:00:00,,,,,25.5,61.0,,,,,,28.3702,55.787
13480,2018-10-08 21:00:00,,,,,24.7,65.0,,,,,,28.4281,61.5596
13482,2018-10-08 22:00:00,,,,,24.2,66.0,,,,,,28.3521,60.952
13484,2018-10-08 23:00:00,,,,,24.0,67.0,,,,,,28.9634,53.8665
13486,2018-10-09 00:00:00,,,,,23.4,71.0,,,,,,28.703000000000000,53.5192
13488,2018-10-09 01:00:00,,,,,22.3,76.0,,,,,,29.1623,53.2588
13490,2018-10-09 02:00:00,,,,,21.6,79.0,,,,,,29.2093,52.6476
13492,2018-10-09 03:00:00,,,,,20.6,84.0,,,,,,29.1623,52.6476
13494,2018-10-09 04:00:00,,,,,19.9,87.0,,,,,,29.1189,52.6295
13496,2018-10-09 05:00:00,,,,,19.5,89.0,,,,,,29.0285,52.691
13498,2018-10-09 06:00:00,,,,,19.6,89.0,,,,,,28.9381,52.6657
13500,2018-10-09 07:00:00,,,,,20.2,87.0,,,,,,28.9019,52.4703
13502,2018-10-09 08:00:00,,,,,21.9,79.0,,,,,,28.9019,52.3618
13504,2018-10-09 09:00:00,,,,,23.9,71.0,,,,,,29.0176,54.3873
13506,2018-10-09 10:00:00,,,,,25.2,66.0,,,,,,28.9525,56.8287
13508,2018-10-09 11:00:00,,,,,27.1,57.0,,,,,,28.9996,53.049
13510,2018-10-09 12:00:00,,,,,28.4,52.0,,,,,,28.7536,51.9314
13512,2018-10-09 13:00:00,,,,,29.9,41.0,,,,,,29.0972,49.3924
13514,2018-10-09 14:00:00,,,,,30.7,45.0,,,,,,28.3087,53.7073
13516,2018-10-09 15:00:00,,,,,30.9,43.0,,,,,,28.6704,55.4977
13518,2018-10-09 16:00:00,,,,,28.5,53.0,,,,,,28.6234,56.174
13520,2018-10-09 17:00:00,,,,,27.8,55.0,,,,,,28.2798,59.4112
13522,2018-10-09 18:00:00,,,,,27.0,59.0,,,,,,28.7102,59.7837
13524,2018-10-09 19:00:00,,,,,26.4,64.0,,,,,,28.3702,59.3714
13526,2018-10-09 20:00:00,,,,,25.3,68.0,,,,,,28.5655,59.3569
13528,2018-10-09 21:00:00,,,,,24.9,70.0,,,,,,28.8296,56.7238
13530,2018-10-09 22:00:00,,,,,24.4,73.0,,,,,,28.6198,57.7619
13532,2018-10-09 23:00:00,,,,,23.9,74.0,,,,,,29.1479,56.2645
13534,2018-10-10 00:00:00,,,,,23.6,74.0,,,,,,29.2491,57.6027
13536,2018-10-10 01:00:00,,,,,23.2,77.0,,,,,,29.2853,56.4779
13538,2018-10-10 02:00:00,,,,,22.9,79.0,,,,,,29.2998,55.9606
13540,2018-10-10 03:00:00,,,,,22.5,80.0,,,,,,29.2708,55.7509
13542,2018-10-10 04:00:00,,,,,22.2,82.0,,,,,,29.2383,55.617
13544,2018-10-10 05:00:00,,,,,21.9,84.0,,,,,,29.2021,54.9118
13546,2018-10-10 06:00:00,,,,,21.7,84.0,,,,,,29.1298,54.7924
13548,2018-10-10 07:00:00,,,,,22.3,79.0,,,,,,29.1189,55.1107
13550,2018-10-10 08:00:00,,,,,23.0,74.0,,,,,,29.1189,54.7815
13552,2018-10-10 09:00:00,,,,,23.3,71.0,,,,,,29.2347,57.1289
13554,2018-10-10 10:00:00,,,,,23.0,71.0,,,,,,29.1479,57.458
13556,2018-10-10 11:00:00,,,,,23.7,69.0,,,,,,28.4426,53.6494
13558,2018-10-10 12:00:00,,,,,23.4,69.0,,,,,,28.287,53.1829
13560,2018-10-10 13:00:00,,,,,22.9,73.0,,,,,,28.4281,56.5285
13562,2018-10-10 14:00:00,,,,,22.3,79.0,,,,,,28.8621,58.742
13564,2018-10-10 15:00:00,,,,,21.5,83.0,,,,,,28.4028,65.191
13566,2018-10-10 16:00:00,,,,,19.7,87.0,,,,,,28.6813,61.2739
13568,2018-10-10 17:00:00,,,,,19.2,88.0,,,,,,28.4028,61.8707
13570,2018-10-10 18:00:00,,,,,19.3,86.0,,,,,,28.2509,61.6211
13572,2018-10-10 19:00:00,,,,,18.6,94.0,,,,,,27.9868,60.4926
13574,2018-10-10 20:00:00,,,,,18.9,91.0,,,,,,27.5998,61.867
13576,2018-10-10 21:00:00,,,,,18.8,92.0,,,,,,27.1369,60.5722
13578,2018-10-10 22:00:00,,,,,18.6,93.0,,,,,,26.6848,60.055
13580,2018-10-10 23:00:00,,,,,18.3,92.0,,,,,,26.2977,59.0965
13582,2018-10-11 00:00:00,,,,,18.1,93.0,,,,,,27.5275,56.6117
13584,2018-10-11 01:00:00,,,,,18.1,94.0,,,,,,27.8458,55.1794
13586,2018-10-11 02:00:00,,,,,17.9,95.0,,,,,,27.9868,54.0111
13588,2018-10-11 03:00:00,,,,,17.9,95.0,,,,,,28.0266,53.606
13590,2018-10-11 04:00:00,,,,,17.7,96.0,,,,,,28.0375,53.5735
13592,2018-10-11 05:00:00,,,,,17.7,96.0,,,,,,28.0628,53.4541
13594,2018-10-11 06:00:00,,,,,17.8,95.0,,,,,,28.0556,53.8339
13596,2018-10-11 07:00:00,,,,,17.9,94.0,,,,,,28.0375,53.3709
13598,2018-10-11 08:00:00,,,,,18.3,88.0,,,,,,28.0773,53.2444
13600,2018-10-11 09:00:00,,,,,18.7,85.0,,,,,,28.1279,54.0907
13602,2018-10-11 10:00:00,,,,,19.4,79.0,,,,,,27.8675,54.0835
13604,2018-10-11 11:00:00,,,,,20.3,75.0,,,,,,26.8258,52.7127
13606,2018-10-11 12:00:00,,,,,20.5,71.0,,,,,,26.5509,51.2551
13608,2018-10-11 13:00:00,,,,,20.8,70.0,,,,,,26.833000000000000,53.4578
13610,2018-10-11 14:00:00,,,,,20.6,70.0,,,,,,27.5709,55.4036
13612,2018-10-11 15:00:00,,,,,20.2,71.0,,,,,,27.9181,56.7419
13614,2018-10-11 16:00:00,,,,,19.7,74.0,,,,,,28.0266,56.0185
13616,2018-10-11 17:00:00,,,,,19.4,74.0,,,,,,27.9796,54.5067
13618,2018-10-11 18:00:00,,,,,18.9,75.0,,,,,,27.9579,55.0022
13620,2018-10-11 19:00:00,,,,,18.9,75.0,,,,,,27.7409,53.4614
13622,2018-10-11 20:00:00,,,,,18.8,75.0,,,,,,27.4949,53.0924
13624,2018-10-11 21:00:00,,,,,18.7,76.0,,,,,,27.1224,53.2444
13626,2018-10-11 22:00:00,,,,,18.5,76.0,,,,,,26.6558,51.3166
13628,2018-10-11 23:00:00,,,,,18.2,78.0,,,,,,26.2182,50.463
13630,2018-10-12 00:00:00,,,,,17.8,81.0,,,,,,27.2454,49.3924
13632,2018-10-12 01:00:00,,,,,17.8,81.0,,,,,,27.5745,48.0541
13634,2018-10-12 02:00:00,,,,,17.8,79.0,,,,,,27.7083,47.9854
13636,2018-10-12 03:00:00,,,,,17.8,78.0,,,,,,27.7554,48.1518
13638,2018-10-12 04:00:00,,,,,17.6,73.0,,,,,,27.7481,47.3416
13640,2018-10-12 05:00:00,,,,,17.5,72.0,,,,,,27.7481,47.1427
13642,2018-10-12 06:00:00,,,,,17.2,71.0,,,,,,27.7192,46.6905
13644,2018-10-12 07:00:00,,,,,16.9,68.0,,,,,,27.6975,46.2854
13646,2018-10-12 08:00:00,,,,,17.3,60.0,,,,,,27.6649,41.8186
13648,2018-10-12 09:00:00,,,,,18.3,59.0,,,,,,27.8277,41.2182
13650,2018-10-12 10:00:00,,,,,19.8,54.0,,,,,,27.6975,39.2433
13652,2018-10-12 11:00:00,,,,,21.2,50.0,,,,,,27.4407,37.7677
13654,2018-10-12 12:00:00,,,,,22.5,48.0,,,,,,27.0718,36.8092
13656,2018-10-12 13:00:00,,,,,24.5,45.0,,,,,,27.8241,38.5597
13658,2018-10-12 14:00:00,,,,,24.4,46.0,,,,,,28.9634,41.6486
13660,2018-10-12 15:00:00,,,,,23.5,49.0,,,,,,29.0032,43.5221
13662,2018-10-12 16:00:00,,,,,23.1,52.0,,,,,,28.9417,42.9326
13664,2018-10-12 17:00:00,,,,,22.5,53.0,,,,,,28.9345,41.8077
13666,2018-10-12 18:00:00,,,,,21.8,57.0,,,,,,28.7717,43.2183
13668,2018-10-12 19:00:00,,,,,21.4,64.0,,,,,,28.5221,49.1211
13670,2018-10-12 20:00:00,,,,,20.4,67.0,,,,,,28.2581,51.6819
13672,2018-10-12 21:00:00,,,,,20.0,70.0,,,,,,27.9434,52.5825
13674,2018-10-12 22:00:00,,,,,19.8,68.0,,,,,,27.542000000000000,
13676,2018-10-12 23:00:00,,,,,18.4,79.0,,,,,,27.1115,53.2335
13678,2018-10-13 00:00:00,,,,,18.5,79.0,,,,,,26.7788,51.9821
13680,2018-10-13 01:00:00,,,,,17.7,84.0,,,,,,26.2833,52.4342
13682,2018-10-13 02:00:00,,,,,16.7,88.0,,,,,,27.4479,50.9838
13684,2018-10-13 03:00:00,,,,,16.0,89.0,,,,,,27.7083,49.1319
13686,2018-10-13 04:00:00,,,,,15.6,90.0,,,,,,27.7264,48.6003
13688,2018-10-13 05:00:00,,,,,15.4,91.0,,,,,,27.7264,47.7539
13690,2018-10-13 06:00:00,,,,,15.5,90.0,,,,,,27.7083,47.3922
13692,2018-10-13 07:00:00,,,,,16.4,78.0,,,,,,27.6866,46.9437
13694,2018-10-13 08:00:00,,,,,18.2,69.0,,,,,,27.6288,45.3523
13696,2018-10-13 09:00:00,,,,,19.4,63.0,,,,,,27.7626,43.967
