,f,machine_is_work,machine_factory,machine_worktime,machine_worktime_energy,MEASURE_TEM,MEASURE_HUM,F_FUTURETIME,HOURS,f_id,FORECAST_TEM,FORECAST_HUM,AIM_TEM,AIM_HUM
662,2018-01-14 20:00:00,,,,,11.0,57.0,,,,,,19.6969,34.6933
664,2018-01-14 21:00:00,,,,,10.0,63.0,,,,,,20.4094,35.952
666,2018-01-14 22:00:00,,,,,9.3,67.0,,,,,,20.5469,37.3806
668,2018-01-14 23:00:00,,,,,9.0,70.0,,,,,,20.6084,37.8002
670,2018-01-15 00:00:00,,,,,8.7,74.0,,,,,,20.5939,38.1583
672,2018-01-15 01:00:00,,,,,8.3,76.0,,,,,,20.5758,38.3536
674,2018-01-15 02:00:00,,,,,7.6,80.0,,,,,,20.5541,38.4404
676,2018-01-15 03:00:00,,,,,6.6,84.0,,,,,,20.4854,38.7587
678,2018-01-15 04:00:00,,,,,5.7,88.0,,,,,,20.3733,39.1674
680,2018-01-15 05:00:00,,,,,4.9,90.0,,,,,,20.2177,39.6412
682,2018-01-15 06:00:00,,,,,4.8,91.0,,,,,,20.1273,40.0065
684,2018-01-15 07:00:00,,,,,4.3,92.0,,,,,,20.0188,40.1657
686,2018-01-15 08:00:00,,,,,5.7,84.0,,,,,,19.809,38.8961
688,2018-01-15 09:00:00,,,,,8.2,75.0,,,,,,19.9971,39.8184
690,2018-01-15 10:00:00,,,,,10.8,64.0,,,,,,20.1165,42.1477
692,2018-01-15 11:00:00,,,,,13.2,55.0,,,,,,19.8452,42.0898
694,2018-01-15 12:00:00,,,,,15.6,47.0,,,,,,20.2648,40.7878
696,2018-01-15 13:00:00,,,,,18.0,41.0,,,,,,21.0135,43.4498
698,2018-01-15 14:00:00,,,,,19.5,33.0,,,,,,22.2034,41.5943
700,2018-01-15 15:00:00,,,,,20.3,33.0,,,,,,23.1547,40.2525
702,2018-01-15 16:00:00,,,,,20.3,32.0,,,,,,23.878,38.2125
704,2018-01-15 17:00:00,,,,,19.5,32.0,,,,,,24.1819,36.2269
706,2018-01-15 18:00:00,,,,,16.3,48.0,,,,,,23.5598,42.5817
708,2018-01-15 19:00:00,,,,,13.4,60.0,,,,,,22.7532,44.3215
710,2018-01-15 20:00:00,,,,,12.3,66.0,,,,,,21.6102,42.9434
712,2018-01-15 21:00:00,,,,,11.0,72.0,,,,,,20.6192,42.7156
714,2018-01-15 22:00:00,,,,,10.4,75.0,,,,,,20.6843,42.5709
716,2018-01-15 23:00:00,,,,,9.6,79.0,,,,,,21.2196,43.3304
718,2018-01-16 00:00:00,,,,,9.1,82.0,,,,,,21.2992,43.6234
720,2018-01-16 01:00:00,,,,,8.2,86.0,,,,,,21.2847,43.6343
722,2018-01-16 02:00:00,,,,,7.8,90.0,,,,,,21.2269,43.6379
724,2018-01-16 03:00:00,,,,,7.4,91.0,,,,,,21.1654,43.6234
726,2018-01-16 04:00:00,,,,,7.0,93.0,,,,,,21.046,43.6053
728,2018-01-16 05:00:00,,,,,6.8,94.0,,,,,,20.9556,44.0104
730,2018-01-16 06:00:00,,,,,6.5,95.0,,,,,,20.8471,
732,2018-01-16 07:00:00,,,,,6.3,95.0,,,,,,20.7747,44.1696
734,2018-01-16 08:00:00,,,,,7.5,93.0,,,,,,20.6192,43.6451
736,2018-01-16 09:00:00,,,,,10.0,82.0,,,,,,20.7169,
738,2018-01-16 10:00:00,,,,,12.5,70.0,,,,,,20.366,48.2675
740,2018-01-16 11:00:00,,,,,15.5,58.0,,,,,,20.8181,49.3128
742,2018-01-16 12:00:00,,,,,18.6,48.0,,,,,,21.2088,46.6291
744,2018-01-16 13:00:00,,,,,21.9,44.0,,,,,,21.9502,52.4269
746,2018-01-16 14:00:00,,,,,23.4,39.0,,,,,,23.8382,47.8299
748,2018-01-16 15:00:00,,,,,23.5,32.0,,,,,,24.974,42.1477
750,2018-01-16 16:00:00,,,,,23.8,32.0,,,,,,25.6793,39.1638
752,2018-01-16 17:00:00,,,,,22.5,31.0,,,,,,25.7661,36.1364
754,2018-01-16 18:00:00,,,,,19.3,40.0,,,,,,25.2814,37.8834
756,2018-01-16 19:00:00,,,,,15.9,55.0,,,,,,24.2144,41.985
758,2018-01-16 20:00:00,,,,,13.8,63.0,,,,,,23.4729,43.3341
760,2018-01-16 21:00:00,,,,,12.7,68.0,,,,,,22.3336,41.6775
762,2018-01-16 22:00:00,,,,,11.8,73.0,,,,,,21.4764,42.2092
764,2018-01-16 23:00:00,,,,,10.6,79.0,,,,,,22.0009,41.8801
766,2018-01-17 00:00:00,,,,,10.0,81.0,,,,,,22.1745,42.4949
768,2018-01-17 01:00:00,,,,,9.6,85.0,,,,,,22.1745,42.6396
770,2018-01-17 02:00:00,,,,,8.8,87.0,,,,,,22.1202,42.6758
772,2018-01-17 03:00:00,,,,,8.4,89.0,,,,,,22.0479,42.75900000000000
774,2018-01-17 04:00:00,,,,,7.9,91.0,,,,,,21.9394,42.7373
776,2018-01-17 05:00:00,,,,,7.5,92.0,,,,,,21.7983,42.9579
778,2018-01-17 06:00:00,,,,,7.3,95.0,,,,,,21.6645,43.287
780,2018-01-17 07:00:00,,,,,6.9,93.0,,,,,,21.5668,43.2183
782,2018-01-17 08:00:00,,,,,8.5,90.0,,,,,,21.4005,42.4588
784,2018-01-17 09:00:00,,,,,11.5,74.0,,,,,,,
786,2018-01-17 10:00:00,,,,,14.2,64.0,,,,,,21.1473,
788,2018-01-17 11:00:00,,,,,17.0,52.0,,,,,,21.2269,44.9544
790,2018-01-17 12:00:00,,,,,19.8,45.0,,,,,,21.7839,44.7085
792,2018-01-17 13:00:00,,,,,21.5,39.0,,,,,,22.5253,49.0271
794,2018-01-17 14:00:00,,,,,23.8,35.0,,,,,,24.3338,44.7266
796,2018-01-17 15:00:00,,,,,24.8,32.0,,,,,,25.5056,41.5762
798,2018-01-17 16:00:00,,,,,25.2,32.0,,,,,,26.3158,39.4784
800,2018-01-17 17:00:00,,,,,24.7,32.0,,,,,,26.5762,40.4695
802,2018-01-17 18:00:00,,,,,21.2,44.0,,,,,,26.0735,40.4188
804,2018-01-17 19:00:00,,,,,19.8,49.0,,,,,,25.1693,40.8275
806,2018-01-17 20:00:00,,,,,18.6,51.0,,,,,,24.3953,39.0227
808,2018-01-17 21:00:00,,,,,17.6,52.0,,,,,,23.7876,38.3102
810,2018-01-17 22:00:00,,,,,15.4,62.0,,,,,,23.7659,40.0029
812,2018-01-17 23:00:00,,,,,13.9,70.0,,,,,,23.5598,40.9831
814,2018-01-18 00:00:00,,,,,12.7,76.0,,,,,,23.4766,41.786
816,2018-01-18 01:00:00,,,,,11.9,79.0,,,,,,23.3283,42.542
818,2018-01-18 02:00:00,,,,,10.8,86.0,,,,,,23.2017,43.1532
820,2018-01-18 03:00:00,,,,,10.3,88.0,,,,,,23.0389,43.4823
822,2018-01-18 04:00:00,,,,,9.9,90.0,,,,,,22.9159,43.7826
824,2018-01-18 05:00:00,,,,,9.6,91.0,,,,,,22.7857,44.2166
826,2018-01-18 06:00:00,,,,,9.6,92.0,,,,,,22.6772,44.6434
828,2018-01-18 07:00:00,,,,,9.9,91.0,,,,,,22.6194,44.9653
830,2018-01-18 08:00:00,,,,,10.6,91.0,,,,,,22.406,45.1751
832,2018-01-18 09:00:00,,,,,12.6,80.0,,,,,,22.3372,48.1047
834,2018-01-18 10:00:00,,,,,14.9,72.0,,,,,,22.0081,50.633
836,2018-01-18 11:00:00,,,,,17.0,64.0,,,,,,22.1672,49.8445
838,2018-01-18 12:00:00,,,,,19.0,56.0,,,,,,22.6483,49.3634
840,2018-01-18 13:00:00,,,,,21.1,50.0,,,,,,23.2849,53.125
842,2018-01-18 14:00:00,,,,,22.8,42.0,,,,,,24.5435,50.5172
844,2018-01-18 15:00:00,,,,,23.6,42.0,,,,,,25.3827,
846,2018-01-18 16:00:00,,,,,24.0,43.0,,,,,,25.9758,47.6382
848,2018-01-18 17:00:00,,,,,22.9,47.0,,,,,,26.0084,47.1282
850,2018-01-18 18:00:00,,,,,21.0,58.0,,,,,,25.701,50.5027
852,2018-01-18 19:00:00,,,,,19.3,65.0,,,,,,25.1657,50.0579
854,2018-01-18 20:00:00,,,,,18.3,69.0,,,,,,24.3627,50.6113
856,2018-01-18 21:00:00,,,,,17.5,74.0,,,,,,23.8057,51.7036
858,2018-01-18 22:00:00,,,,,17.2,75.0,,,,,,23.2957,53.4867
860,2018-01-18 23:00:00,,,,,17.1,76.0,,,,,,23.3102,53.3673
862,2018-01-19 00:00:00,,,,,16.8,78.0,,,,,,23.5598,53.0129
864,2018-01-19 01:00:00,,,,,16.2,82.0,,,,,,23.5995,53.2154
866,2018-01-19 02:00:00,,,,,16.2,81.0,,,,,,23.5995,53.4397
868,2018-01-19 03:00:00,,,,,16.1,84.0,,,,,,23.5851,53.6386
870,2018-01-19 04:00:00,,,,,15.8,85.0,,,,,,23.5598,53.9786
872,2018-01-19 05:00:00,,,,,15.5,86.0,,,,,,23.52,54.1884
874,2018-01-19 06:00:00,,,,,15.3,87.0,,,,,,23.4874,
876,2018-01-19 07:00:00,,,,,14.7,90.0,,,,,,23.4585,54.9769
878,2018-01-19 08:00:00,,,,,15.3,87.0,,,,,,23.3102,55.2879
880,2018-01-19 09:00:00,,,,,16.5,82.0,,,,,,23.2849,56.326
882,2018-01-19 10:00:00,,,,,17.7,73.0,,,,,,23.0751,58.6589
884,2018-01-19 11:00:00,,,,,18.8,70.0,,,,,,23.2089,58.0621
886,2018-01-19 12:00:00,,,,,20.2,65.0,,,,,,23.3753,56.3549
888,2018-01-19 13:00:00,,,,,20.9,61.0,,,,,,23.8021,57.6425
890,2018-01-19 14:00:00,,,,,21.9,58.0,,,,,,24.7461,57.7365
892,2018-01-19 15:00:00,,,,,22.3,55.0,,,,,,25.4984,57.2989
894,2018-01-19 16:00:00,,,,,22.3,56.0,,,,,,25.9469,55.013000000000000
896,2018-01-19 17:00:00,,,,,21.9,58.0,,,,,,25.9831,56.033
898,2018-01-19 18:00:00,,,,,20.2,70.0,,,,,,25.7154,59.2159
900,2018-01-19 19:00:00,,,,,18.3,79.0,,,,,,25.2416,59.0531
902,2018-01-19 20:00:00,,,,,17.9,81.0,,,,,,24.7606,59.4148
904,2018-01-19 21:00:00,,,,,17.1,85.0,,,,,,24.1602,59.0169
906,2018-01-19 22:00:00,,,,,16.9,85.0,,,,,,23.7587,59.3678
908,2018-01-19 23:00:00,,,,,16.5,87.0,,,,,,24.03,58.9771
910,2018-01-20 00:00:00,,,,,16.2,88.0,,,,,,23.9757,58.648
912,2018-01-20 01:00:00,,,,,15.8,91.0,,,,,,23.8853,58.5467
914,2018-01-20 02:00:00,,,,,15.4,91.0,,,,,,23.7587,58.1019
916,2018-01-20 03:00:00,,,,,15.4,91.0,,,,,,23.6683,57.9174
918,2018-01-20 04:00:00,,,,,15.2,92.0,,,,,,23.5851,57.7655
920,2018-01-20 05:00:00,,,,,14.8,92.0,,,,,,23.5091,57.4291
922,2018-01-20 06:00:00,,,,,14.7,94.0,,,,,,23.4585,57.3278
924,2018-01-20 07:00:00,,,,,14.4,94.0,,,,,,23.3753,57.0891
926,2018-01-20 08:00:00,,,,,14.6,93.0,,,,,,23.2993,56.8902
928,2018-01-20 09:00:00,,,,,15.7,87.0,,,,,,23.4585,57.3098
930,2018-01-20 10:00:00,,,,,17.0,79.0,,,,,,23.2198,60.149000000000000
932,2018-01-20 11:00:00,,,,,18.3,72.0,,,,,,23.4874,60.1671
934,2018-01-20 12:00:00,,,,,20.4,66.0,,,,,,23.6538,56.9806
936,2018-01-20 13:00:00,,,,,22.7,57.0,,,,,,24.5978,58.572000000000000
938,2018-01-20 14:00:00,,,,,24.1,52.0,,,,,,25.6829,56.8468
940,2018-01-20 15:00:00,,,,,24.7,50.0,,,,,,26.399,53.8339
942,2018-01-20 16:00:00,,,,,23.8,52.0,,,,,,26.8258,50.7234
944,2018-01-20 17:00:00,,,,,22.8,56.0,,,,,,26.7643,50.0579
946,2018-01-20 18:00:00,,,,,20.9,64.0,,,,,,26.1169,50.9042
948,2018-01-20 19:00:00,,,,,19.4,71.0,,,,,,25.4152,53.2588
950,2018-01-20 20:00:00,,,,,18.3,78.0,,,,,,24.7208,54.3077
952,2018-01-20 21:00:00,,,,,17.7,80.0,,,,,,24.8691,54.702
954,2018-01-20 22:00:00,,,,,17.2,83.0,,,,,,24.851,55.1251
956,2018-01-20 23:00:00,,,,,16.4,85.0,,,,,,24.7497,55.2228
958,2018-01-21 00:00:00,,,,,15.5,88.0,,,,,,24.6123,55.1685
960,2018-01-21 01:00:00,,,,,15.4,89.0,,,,,,24.5291,55.06
962,2018-01-21 02:00:00,,,,,15.1,90.0,,,,,,24.4097,54.9588
964,2018-01-21 03:00:00,,,,,15.1,91.0,,,,,,24.3012,55.0275
966,2018-01-21 04:00:00,,,,,14.7,92.0,,,,,,24.2216,55.0058
968,2018-01-21 05:00:00,,,,,13.9,94.0,,,,,,24.1095,55.0962
970,2018-01-21 06:00:00,,,,,13.5,95.0,,,,,,24.03,55.089
972,2018-01-21 07:00:00,,,,,13.8,95.0,,,,,,23.9504,54.8973
974,2018-01-21 08:00:00,,,,,14.5,95.0,,,,,,23.86,54.4271
976,2018-01-21 09:00:00,,,,,15.8,89.0,,,,,,23.5995,55.5158
978,2018-01-21 10:00:00,,,,,17.7,80.0,,,,,,23.8672,55.4688
980,2018-01-21 11:00:00,,,,,19.2,72.0,,,,,,24.0191,56.7021
982,2018-01-21 12:00:00,,,,,19.6,71.0,,,,,,24.0661,57.8993
984,2018-01-21 13:00:00,,,,,22.1,59.0,,,,,,24.4495,56.9661
986,2018-01-21 14:00:00,,,,,21.6,58.0,,,,,,25.2742,55.693000000000000
988,2018-01-21 15:00:00,1.0,251,0.7666666666666670,,22.1,58.0,,,,,,25.6684,56.3838
990,2018-01-21 16:00:00,1.0,251,0.9333333333333330,,20.7,64.0,,,,,,25.8456,55.4398
992,2018-01-21 17:00:00,,,,,21.0,64.0,,,,,,25.8022,54.8683
994,2018-01-21 18:00:00,,,,,19.6,69.0,,,,,,25.332000000000000,53.8122
996,2018-01-21 19:00:00,,,,,19.0,74.0,,,,,,24.7099,53.4614
998,2018-01-21 20:00:00,,,,,18.7,75.0,,,,,,24.1999,53.9388
1000,2018-01-21 21:00:00,,,,,17.8,78.0,,,,,,24.5689,53.9967
1002,2018-01-21 22:00:00,,,,,16.7,84.0,,,,,,24.5761,54.0871
1004,2018-01-21 23:00:00,,,,,16.0,86.0,,,,,,24.5291,54.286
1006,2018-01-22 00:00:00,,,,,16.0,87.0,,,,,,24.4387,54.3764
1008,2018-01-22 01:00:00,,,,,16.3,88.0,,,,,,24.4025,54.5175
1010,2018-01-22 02:00:00,,,,,16.1,87.0,,,,,,24.341000000000000,55.4181
1012,2018-01-22 03:00:00,,,,,15.9,82.0,,,,,,24.3012,55.6677
1014,2018-01-22 04:00:00,,,,,15.3,85.0,,,,,,24.1855,55.1071
1016,2018-01-22 05:00:00,,,,,14.7,89.0,,,,,,24.1023,55.0347
1018,2018-01-22 06:00:00,,,,,15.1,83.0,,,,,,24.0589,55.0058
1020,2018-01-22 07:00:00,,,,,14.1,89.0,,,,,,24.0191,55.2264
1022,2018-01-22 08:00:00,,,,,14.2,89.0,,,,,,23.8491,
1024,2018-01-22 09:00:00,1.0,240,0.5833333333333330,,16.1,77.0,,,,,,23.878,54.8249
1026,2018-01-22 10:00:00,1.0,240,0.38333333333333300,,17.2,68.0,,,,,,23.6285,55.4073
1028,2018-01-22 11:00:00,1.0,241 240 240,1.3833333333333300,,18.8,65.0,,,,,,23.6212,53.5337
1030,2018-01-22 12:00:00,1.0,240 242 241,0.6166666666666670,,20.0,61.0,,,,,,24.0408,51.8555
1032,2018-01-22 13:00:00,1.0,240 242 243 252 251 214,0.48333333333333300,,21.1,53.0,,,,,,24.4531,51.7868
1034,2018-01-22 14:00:00,1.0,243 252 214 256 251,0.2833333333333330,,22.5,48.0,,,,,,25.5056,47.9637
1036,2018-01-22 15:00:00,1.0,243 252 256 255 214 259,0.03333333333333330,,22.5,52.0,,,,,,26.2941,49.5009
1038,2018-01-22 16:00:00,1.0,243 255 214 259 252 256 257,0.6666666666666670,,21.8,55.0,,,,,,26.616,51.5697
1040,2018-01-22 17:00:00,1.0,255 260 259 257,0.6833333333333330,,19.7,59.0,,,,,,26.5075,50.8681
1042,2018-01-22 18:00:00,1.0,255 259 260,0.7333333333333330,,17.1,66.0,,,,,,25.9324,48.7305
1044,2018-01-22 19:00:00,1.0,259 260 255,0.5833333333333330,,15.7,71.0,,,,,,24.9631,48.8643
1046,2018-01-22 20:00:00,1.0,260,0.7166666666666670,,14.9,75.0,,,,,,24.3048,50.7776
1048,2018-01-22 21:00:00,,,,,13.7,84.0,,,,,,23.6212,51.331
1050,2018-01-22 22:00:00,,,,,13.8,85.0,,,,,,22.8762,51.4938
1052,2018-01-22 23:00:00,,,,,14.0,85.0,,,,,,22.6664,51.3708
1054,2018-01-23 00:00:00,,,,,14.0,85.0,,,,,,23.5381,49.8155
1056,2018-01-23 01:00:00,,,,,13.6,87.0,,,,,,23.7659,49.7432
1058,2018-01-23 02:00:00,,,,,13.3,89.0,,,,,,23.8491,49.537
1060,2018-01-23 03:00:00,,,,,13.4,88.0,,,,,,23.8672,49.3526
1062,2018-01-23 04:00:00,,,,,13.7,83.0,,,,,,23.878,49.2079
1064,2018-01-23 05:00:00,,,,,13.6,82.0,,,,,,23.8853,48.8643
1066,2018-01-23 06:00:00,,,,,13.7,81.0,,,,,,23.8672,48.7449
1068,2018-01-23 07:00:00,,,,,13.7,81.0,,,,,,23.86,48.5677
1070,2018-01-23 08:00:00,,,,,14.0,79.0,,,,,,23.7659,47.7575
1072,2018-01-23 09:00:00,1.0,242 241,0.15,,15.0,74.0,,,,,,23.8382,48.6256
1074,2018-01-23 10:00:00,1.0,242 241 243,0.9166666666666670,,15.9,71.0,,,,,,23.5019,49.8553
1076,2018-01-23 11:00:00,1.0,243,1.9166666666666700,,17.8,65.0,,,,,,23.5019,49.3887
1078,2018-01-23 12:00:00,1.0,242 243,2.9166666666666700,,18.6,59.0,,,,,,23.8527,47.7684
1080,2018-01-23 13:00:00,1.0,242 257 215 259 243,0.016666666666666700,,18.7,60.0,,,,,,23.8238,48.8788
1082,2018-01-23 14:00:00,1.0,242 215 243 260,0.35,,18.9,59.0,,,,,,24.4531,50.68
1084,2018-01-23 15:00:00,1.0,243 215,0.6666666666666670,,20.8,54.0,,,,,,25.0788,50.6474
1086,2018-01-23 16:00:00,1.0,243 215,1.6666666666666700,,20.7,54.0,,,,,,25.6105,49.9023
1088,2018-01-23 17:00:00,1.0,215,0.7,,20.2,59.0,,,,,,25.8348,49.4936
1090,2018-01-23 18:00:00,1.0,215,1.7,,17.6,66.0,,,,,,25.455,50.047
1092,2018-01-23 19:00:00,,,,,16.6,68.0,,,,,,24.8293,48.2205
1094,2018-01-23 20:00:00,,,,,16.0,73.0,,,,,,24.0806,47.9203
1096,2018-01-23 21:00:00,,,,,15.3,77.0,,,,,,23.9685,47.678000000000000
1098,2018-01-23 22:00:00,,,,,15.0,80.0,,,,,,24.2759,47.9058
1100,2018-01-23 23:00:00,,,,,15.3,78.0,,,,,,24.2868,48.1373
1102,2018-01-24 00:00:00,,,,,15.4,78.0,,,,,,24.2759,48.2133
1104,2018-01-24 01:00:00,,,,,15.2,75.0,,,,,,24.1855,47.1571
1106,2018-01-24 02:00:00,,,,,14.9,76.0,,,,,,24.1385,46.7231
1108,2018-01-24 03:00:00,,,,,14.6,76.0,,,,,,24.0589,46.3976
1110,2018-01-24 04:00:00,,,,,14.5,77.0,,,,,,24.0119,46.1661
1112,2018-01-24 05:00:00,,,,,14.5,76.0,,,,,,23.9359,46.242
1114,2018-01-24 06:00:00,,,,,14.5,79.0,,,,,,23.878,46.4844
1116,2018-01-24 07:00:00,,,,,14.4,80.0,,,,,,23.8202,46.9003
1118,2018-01-24 08:00:00,,,,,14.4,79.0,,,,,,23.7768,46.5893
1120,2018-01-24 09:00:00,,,,,14.6,76.0,,,,,,23.831,49.4321
1122,2018-01-24 10:00:00,,,,,15.0,72.0,,,,,,23.5091,50.6981
1124,2018-01-24 11:00:00,1.0,250,0.7166666666666670,,17.0,68.0,,,,,,23.2993,49.906000000000000
1126,2018-01-24 12:00:00,1.0,250,1.7166666666666700,,17.6,64.0,,,,,,23.8093,48.3977
1128,2018-01-24 13:00:00,,,,,19.3,57.0,,,,,,24.0444,49.2079
1130,2018-01-24 14:00:00,,,,,19.9,54.0,,,,,,24.7172,50.2423
1132,2018-01-24 15:00:00,,,,,20.3,51.0,,,,,,25.2959,50.6691
1134,2018-01-24 16:00:00,,,,,19.6,53.0,,,,,,25.842,48.593
1136,2018-01-24 17:00:00,,,,,17.9,59.0,,,,,,25.7371,48.7124
1138,2018-01-24 18:00:00,,,,,16.6,64.0,,,,,,24.9776,46.4193
1140,2018-01-24 19:00:00,,,,,15.9,65.0,,,,,,24.2433,46.8714
1142,2018-01-24 20:00:00,,,,,15.3,67.0,,,,,,23.5381,44.94
1144,2018-01-24 21:00:00,,,,,14.5,71.0,,,,,,22.8183,45.374000000000000
1146,2018-01-24 22:00:00,,,,,13.9,74.0,,,,,,23.2487,44.8532
1148,2018-01-24 23:00:00,,,,,13.4,75.0,,,,,,23.6285,44.4915
1150,2018-01-25 00:00:00,,,,,13.1,75.0,,,,,,23.6863,44.5927
1152,2018-01-25 01:00:00,,,,,12.6,77.0,,,,,,23.7189,44.4625
1154,2018-01-25 02:00:00,,,,,11.8,81.0,,,,,,23.7297,44.2383
1156,2018-01-25 03:00:00,,,,,11.5,82.0,,,,,,23.6755,43.9634
1158,2018-01-25 04:00:00,,,,,11.1,86.0,,,,,,23.6285,43.5836
1160,2018-01-25 05:00:00,,,,,10.7,88.0,,,,,,23.567000000000000,43.5438
1162,2018-01-25 06:00:00,,,,,11.1,84.0,,,,,,23.5236,43.4245
1164,2018-01-25 07:00:00,,,,,11.2,82.0,,,,,,23.4729,43.2581
1166,2018-01-25 08:00:00,,,,,11.9,78.0,,,,,,23.3355,42.1152
1168,2018-01-25 09:00:00,,,,,13.6,70.0,,,,,,23.4729,43.316
1170,2018-01-25 10:00:00,,,,,15.4,64.0,,,,,,22.9304,43.9525
1172,2018-01-25 11:00:00,,,,,16.9,59.0,,,,,,23.1764,44.8278
1174,2018-01-25 12:00:00,,,,,18.6,55.0,,,,,,23.6104,44.0828
1176,2018-01-25 13:00:00,,,,,19.9,50.0,,,,,,23.8708,44.6976
1178,2018-01-25 14:00:00,,,,,20.8,47.0,,,,,,24.6955,46.5422
1180,2018-01-25 15:00:00,,,,,21.4,47.0,,,,,,25.4152,46.9437
1182,2018-01-25 16:00:00,,,,,21.4,45.0,,,,,,25.8963,47.2078
1184,2018-01-25 17:00:00,,,,,20.4,49.0,,,,,,26.0409,46.6978
1186,2018-01-25 18:00:00,,,,,19.2,57.0,,,,,,26.0012,48.4954
1188,2018-01-25 19:00:00,,,,,17.9,63.0,,,,,,25.5454,47.7611
1190,2018-01-25 20:00:00,,,,,16.8,65.0,,,,,,24.8112,46.998000000000000
1192,2018-01-25 21:00:00,,,,,15.8,70.0,,,,,,24.0589,45.9527
1194,2018-01-25 22:00:00,,,,,15.3,73.0,,,,,,24.0155,45.3306
1196,2018-01-25 23:00:00,,,,,15.1,72.0,,,,,,24.3265,45.0702
1198,2018-01-26 00:00:00,,,,,14.6,74.0,,,,,,24.3663,44.8278
1200,2018-01-26 01:00:00,,,,,14.1,76.0,,,,,,24.3193,44.8315
1202,2018-01-26 02:00:00,,,,,13.6,79.0,,,,,,24.265,44.94
1204,2018-01-26 03:00:00,,,,,13.6,79.0,,,,,,24.1963,45.0593
1206,2018-01-26 04:00:00,,,,,13.3,82.0,,,,,,24.1493,45.1823
1208,2018-01-26 05:00:00,,,,,13.8,78.0,,,,,,24.0878,45.42100000000000
1210,2018-01-26 06:00:00,,,,,13.7,78.0,,,,,,24.0336,45.9997
1212,2018-01-26 07:00:00,,,,,13.8,77.0,,,,,,24.0119,46.4193
1214,2018-01-26 08:00:00,,,,,13.5,75.0,,,,,,23.9106,45.6778
1216,2018-01-26 09:00:00,,,,,13.8,74.0,,,,,,23.8527,47.1535
1218,2018-01-26 10:00:00,,,,,14.3,73.0,,,,,,23.4657,48.8064
1220,2018-01-26 11:00:00,,,,,14.3,73.0,,,,,,23.3861,
1222,2018-01-26 12:00:00,,,,,14.5,72.0,,,,,,23.5995,45.5946
1224,2018-01-26 13:00:00,,,,,15.1,70.0,,,,,,23.8202,48.3471
1226,2018-01-26 14:00:00,,,,,15.1,70.0,,,,,,24.4242,56.2608
1228,2018-01-26 15:00:00,,,,,15.1,70.0,,,,,,25.0969,59.3388
1230,2018-01-26 16:00:00,,,,,14.8,72.0,,,,,,25.4405,64.4025
1232,2018-01-26 17:00:00,,,,,14.5,75.0,,,,,,25.4767,64.0517
1234,2018-01-26 18:00:00,,,,,13.7,78.0,,,,,,25.5346,60.026
1236,2018-01-26 19:00:00,,,,,13.0,84.0,,,,,,25.4405,58.3369
1238,2018-01-26 20:00:00,,,,,12.6,86.0,,,,,,25.115,52.492
1240,2018-01-26 21:00:00,,,,,12.6,83.0,,,,,,24.6955,49.349
1242,2018-01-26 22:00:00,,,,,12.6,81.0,,,,,,24.2976,47.4826
1244,2018-01-26 23:00:00,,,,,12.3,82.0,,,,,,24.2687,47.4609
1246,2018-01-27 00:00:00,,,,,12.0,83.0,,,,,,24.2687,46.582
1248,2018-01-27 01:00:00,,,,,11.4,84.0,,,,,,24.1638,46.1408
1250,2018-01-27 02:00:00,,,,,11.4,83.0,,,,,,24.1204,45.8189
1252,2018-01-27 03:00:00,,,,,11.1,83.0,,,,,,24.0589,45.3414
1254,2018-01-27 04:00:00,,,,,10.8,82.0,,,,,,23.9504,44.8206
1256,2018-01-27 05:00:00,,,,,10.6,82.0,,,,,,23.878,44.5964
1258,2018-01-27 06:00:00,,,,,10.4,81.0,,,,,,23.7876,44.3974
1260,2018-01-27 07:00:00,,,,,10.2,81.0,,,,,,23.7406,43.9272
1262,2018-01-27 08:00:00,,,,,10.2,80.0,,,,,,23.4657,42.5239
1264,2018-01-27 09:00:00,,,,,10.9,76.0,,,,,,23.4006,42.4154
1266,2018-01-27 10:00:00,,,,,12.1,71.0,,,,,,22.6989,45.0268
1268,2018-01-27 11:00:00,,,,,13.1,66.0,,,,,,23.0751,42.3322
1270,2018-01-27 12:00:00,,,,,15.8,59.0,,,,,,23.3753,41.786
1272,2018-01-27 13:00:00,,,,,17.5,53.0,,,,,,24.1457,45.3993
1274,2018-01-27 14:00:00,,,,,18.8,51.0,,,,,,25.4152,55.1685
1276,2018-01-27 15:00:00,,,,,20.2,47.0,,,,,,26.2543,55.3639
1278,2018-01-27 16:00:00,,,,,19.8,50.0,,,,,,26.8475,55.5266
1280,2018-01-27 17:00:00,,,,,18.9,54.0,,,,,,27.0754,56.9698
1282,2018-01-27 18:00:00,,,,,18.0,56.0,,,,,,26.0988,45.8189
1284,2018-01-27 19:00:00,,,,,17.0,59.0,,,,,,25.1005,42.0103
1286,2018-01-27 20:00:00,,,,,16.6,60.0,,,,,,24.4387,40.9614
1288,2018-01-27 21:00:00,,,,,16.4,63.0,,,,,,24.8112,40.6178
1290,2018-01-27 22:00:00,,,,,15.8,66.0,,,,,,24.7967,41.0699
1292,2018-01-27 23:00:00,,,,,15.2,70.0,,,,,,24.7063,41.5184
1294,2018-01-28 00:00:00,,,,,14.9,73.0,,,,,,24.6159,42.1477
1296,2018-01-28 01:00:00,,,,,14.8,74.0,,,,,,24.5544,42.6179
1298,2018-01-28 02:00:00,,,,,14.3,85.0,,,,,,24.464000000000000,43.0773
